,,2018_2Q,2018_1Q,2017_4Q,2017_3Q,2017_2Q,2017_1Q,2016_4Q,2016_3Q
2542,每股盈餘,2.26,0.97,0.07,1.06,0.26,0.3,0.84,1.72
2543,營業收入淨額,1302.0,907.0,971.0,771.0,1096.0,1172.0,1216.0,1125.0
2543,營業利益,17.0,-3.0,7.0,-11.0,-1.0,31.0,9.0,-34.0
2543,營業外收入及支出,-3.0,9.0,1.0,0.0,-15.0,0.0,0.0,49.0
2543,稅後淨利,8.0,0.0,4.0,-11.0,-18.0,22.0,13.0,20.0
2543,每股盈餘,0.05,0.03,0.03,-0.03,-0.06,0.11,0.07,0.09
2545,營業收入淨額,1232.0,512.0,470.0,928.0,799.0,726.0,328.0,906.0
2545,營業利益,452.0,51.0,57.0,93.0,20.0,134.0,-70.0,240.0
2545,營業外收入及支出,-92.0,-77.0,-36.0,-76.0,-75.0,-67.0,-284.0,4.0
2545,稅後淨利,332.0,-24.0,4.0,27.0,-86.0,269.0,-135.0,186.0
2545,每股盈餘,1.01,-0.08,0.06,0.04,-0.27,0.87,-1.16,0.6
2546,營業收入淨額,2544.0,2426.0,2476.0,2280.0,1974.0,1635.0,2006.0,2160.0
2546,營業利益,122.0,88.0,41.0,103.0,123.0,44.0,11.0,89.0
2546,營業外收入及支出,6.0,2.0,13.0,17.0,16.0,2.0,13.0,21.0
2546,稅後淨利,98.0,74.0,38.0,105.0,114.0,34.0,5.0,90.0
2546,每股盈餘,0.95,0.7,0.44,0.95,1.04,0.36,0.16,0.88
2547,營業收入淨額,8396.0,3682.0,8986.0,2572.0,1063.0,887.0,850.0,683.0
2547,營業利益,1238.0,395.0,811.0,-199.0,-148.0,-592.0,-480.0,-783.0
2547,營業外收入及支出,-179.0,-120.0,-89.0,-131.0,-58.0,-63.0,1.0,-77.0
2547,稅後淨利,995.0,215.0,660.0,-347.0,-304.0,-718.0,-565.0,-883.0
2547,每股盈餘,1.09,0.21,0.72,-0.4,-0.35,-0.82,-0.58,-0.99
2548,營業收入淨額,1424.0,756.0,945.0,7560.0,1282.0,589.0,5634.0,5099.0
2548,營業利益,347.0,52.0,32.0,1893.0,282.0,74.0,1483.0,1230.0
2548,營業外收入及支出,53.0,213.0,105.0,169.0,97.0,51.0,43.0,58.0
2548,稅後淨利,328.0,213.0,121.0,1740.0,259.0,83.0,1372.0,1134.0
2548,每股盈餘,1.18,0.77,0.45,6.27,0.89,0.27,4.94,4.09
2597,營業收入淨額,2164.0,1936.0,2028.0,1736.0,1955.0,1836.0,2711.0,2202.0
2597,營業利益,211.0,72.0,109.0,85.0,140.0,127.0,326.0,241.0
2597,營業外收入及支出,4.0,3.0,27.0,31.0,3.0,0.0,15.0,60.0
2597,稅後淨利,172.0,68.0,131.0,95.0,121.0,106.0,307.0,262.0
2597,每股盈餘,1.16,0.46,0.52,0.56,0.75,0.72,1.83,1.72
2841,營業收入淨額,121.0,61.0,52.0,65.0,469.0,150.0,74.0,66.0
2841,營業利益,-159.0,-166.0,-227.0,-145.0,243.0,-44.0,-180.0,-112.0
2841,營業外收入及支出,262.0,219.0,508.0,105.0,43.0,75.0,283.0,-32.0
2841,稅後淨利,-170.0,-246.0,-301.0,-214.0,208.0,-79.0,-232.0,-144.0
2841,每股盈餘,0.17,0.03,0.33,-0.11,0.38,0.04,0.1,-0.19
3052,營業收入淨額,210.0,393.0,1106.0,1093.0,533.0,1168.0,1197.0,867.0
3052,營業利益,-75.0,-23.0,228.0,12.0,12.0,15.0,28.0,5.0
3052,營業外收入及支出,-3.0,-6.0,-22.0,-4.0,-4.0,-6.0,2.0,2.0
3052,稅後淨利,-59.0,-9.0,189.0,7.0,3.0,12.0,42.0,7.0
3052,每股盈餘,-0.29,-0.05,0.94,0.02,0.01,0.03,0.16,0.01
3056,營業收入淨額,586.0,1396.0,15.0,581.0,2503.0,46.0,94.0,117.0
3056,營業利益,61.0,284.0,-30.0,140.0,737.0,3.0,-23.0,-28.0
3056,營業外收入及支出,16.0,1.0,-6.0,4.0,5.0,-7.0,5.0,3.0
3056,稅後淨利,63.0,260.0,-36.0,136.0,649.0,-6.0,-18.0,-24.0
3056,每股盈餘,0.22,1.13,-0.14,0.59,2.82,-0.02,-0.08,-0.1
3266,營業收入淨額,934.0,513.0,441.0,302.0,345.0,355.0,437.0,277.0
3266,營業利益,132.0,23.0,16.0,-49.0,-48.0,-45.0,67.0,-45.0
3266,營業外收入及支出,24.0,3.0,42.0,6.0,17.0,6.0,36.0,-22.0
3266,稅後淨利,113.0,6.0,71.0,-48.0,-38.0,-41.0,122.0,-65.0
3266,每股盈餘,0.4,0.07,0.23,-0.1,-0.03,-0.02,0.35,-0.13
3703,營業收入淨額,5636.0,6544.0,9671.0,6812.0,5905.0,5739.0,8058.0,5761.0
3703,營業利益,213.0,623.0,920.0,314.0,-172.0,105.0,694.0,168.0
3703,營業外收入及支出,166.0,-156.0,-1410.0,416.0,513.0,205.0,-117.0,83.0
3703,稅後淨利,237.0,518.0,-135.0,119.0,-136.0,22.0,678.0,201.0
3703,每股盈餘,0.4,0.52,-0.65,0.8,0.45,0.36,0.82,0.27
5515,營業收入淨額,1867.0,1480.0,1955.0,1449.0,1277.0,1053.0,1247.0,1265.0
5515,營業利益,136.0,105.0,125.0,34.0,21.0,35.0,30.0,11.0
5515,營業外收入及支出,-9.0,5.0,17.0,38.0,13.0,-23.0,-4.0,15.0
5515,稅後淨利,75.0,36.0,99.0,29.0,28.0,6.0,49.0,-7.0
5515,每股盈餘,0.24,0.12,0.25,0.15,0.08,0.03,0.05,0.06
5519,營業收入淨額,358.0,378.0,490.0,293.0,368.0,779.0,484.0,381.0
5519,營業利益,48.0,28.0,48.0,9.0,25.0,96.0,46.0,19.0
5519,營業外收入及支出,7.0,0.0,53.0,0.0,22.0,0.0,1.0,4.0
5519,稅後淨利,38.0,28.0,42.0,8.0,42.0,74.0,65.0,19.0
5519,每股盈餘,0.21,0.16,0.52,0.03,0.21,0.43,0.36,0.1
5521,營業收入淨額,895.0,687.0,828.0,872.0,1086.0,973.0,997.0,1164.0
5521,營業利益,-24.0,-14.0,-442.0,-6.0,27.0,22.0,28.0,39.0
5521,營業外收入及支出,-7.0,35.0,-6.0,2.0,-10.0,-4.0,5.0,-2.0
5521,稅後淨利,-24.0,30.0,-368.0,-3.0,12.0,13.0,34.0,30.0
5521,每股盈餘,-0.07,0.09,-1.08,0.0,0.03,0.04,0.1,0.09
5522,營業收入淨額,4536.0,4361.0,5309.0,5970.0,4080.0,3007.0,5228.0,8082.0
5522,營業利益,832.0,561.0,490.0,944.0,635.0,432.0,996.0,1716.0
5522,營業外收入及支出,-72.0,172.0,55.0,141.0,121.0,-406.0,-1764.0,-269.0
5522,稅後淨利,515.0,538.0,441.0,853.0,582.0,172.0,898.0,1306.0
5522,每股盈餘,0.62,0.67,0.45,1.05,0.69,0.22,-1.09,1.56
5525,營業收入淨額,1214.0,322.0,806.0,219.0,259.0,67.0,240.0,332.0
5525,營業利益,323.0,25.0,264.0,10.0,30.0,-16.0,6.0,57.0
5525,營業外收入及支出,1.0,2.0,-1.0,0.0,-2.0,-2.0,10.0,-1.0
5525,稅後淨利,287.0,22.0,260.0,17.0,21.0,-19.0,2.0,62.0
5525,每股盈餘,1.33,0.1,1.12,0.08,0.09,-0.08,0.05,0.22
5531,營業收入淨額,2083.0,789.0,3140.0,1170.0,215.0,385.0,3433.0,1161.0
5531,營業利益,276.0,7.0,695.0,123.0,-113.0,-80.0,617.0,170.0
5531,營業外收入及支出,-265.0,-38.0,93.0,-65.0,-1.0,-47.0,-104.0,-211.0
5531,稅後淨利,-91.0,17.0,705.0,39.0,-128.0,-122.0,523.0,-18.0
5531,每股盈餘,-0.02,0.09,0.75,0.11,-0.11,-0.12,0.67,0.01
5533,營業收入淨額,626.0,677.0,1984.0,1199.0,618.0,428.0,564.0,428.0
5533,營業利益,112.0,132.0,250.0,123.0,88.0,47.0,100.0,37.0
5533,營業外收入及支出,-25.0,-24.0,-28.0,-33.0,-35.0,-23.0,-27.0,-13.0
5533,稅後淨利,81.0,91.0,192.0,76.0,49.0,16.0,65.0,17.0
5533,每股盈餘,0.27,0.32,0.68,0.26,0.17,0.06,0.23,0.08
5534,營業收入淨額,1950.0,6981.0,2918.0,1337.0,1493.0,992.0,631.0,818.0
5534,營業利益,427.0,2723.0,1203.0,481.0,477.0,508.0,103.0,211.0
5534,營業外收入及支出,16.0,61.0,109.0,103.0,203.0,185.0,431.0,1188.0
5534,稅後淨利,264.0,2709.0,1243.0,567.0,584.0,646.0,514.0,1388.0
5534,每股盈餘,0.91,9.33,4.28,1.96,2.01,2.23,1.79,4.73
6177,營業收入淨額,290.0,170.0,1660.0,425.0,3402.0,131.0,331.0,393.0
6177,營業利益,-19.0,-33.0,357.0,33.0,873.0,-22.0,34.0,48.0
6177,營業外收入及支出,-2.0,-23.0,-10.0,-10.0,-21.0,-19.0,20.0,-15.0
6177,稅後淨利,-24.0,-58.0,326.0,19.0,834.0,-44.0,47.0,28.0
6177,每股盈餘,-0.1,-0.25,1.48,0.09,4.06,-0.21,0.23,0.13
9906,營業收入淨額,88.0,135.0,385.0,246.0,216.0,143.0,210.0,260.0
9906,營業利益,-6.0,3.0,59.0,18.0,20.0,6.0,19.0,31.0
9906,營業外收入及支出,-4.0,0.0,-2.0,-1.0,-1.0,-1.0,-17.0,-2.0
9906,稅後淨利,-10.0,3.0,56.0,17.0,19.0,4.0,14.0,29.0
9906,每股盈餘,-0.14,0.04,0.76,0.25,0.28,0.06,0.03,0.42
9946,營業收入淨額,304.0,300.0,851.0,270.0,100.0,431.0,474.0,651.0
9946,營業利益,48.0,56.0,176.0,58.0,5.0,98.0,117.0,47.0
9946,營業外收入及支出,-3.0,-4.0,84.0,-3.0,3.0,1.0,3.0,5.0
9946,稅後淨利,43.0,55.0,161.0,44.0,8.0,91.0,99.0,28.0
9946,每股盈餘,0.08,0.21,0.97,0.19,0.01,0.35,0.38,0.12
2208,營業收入淨額,3389.0,2882.0,3693.0,3995.0,5486.0,3231.0,2956.0,3694.0
2208,營業利益,-302.0,-1167.0,-1077.0,-2156.0,-1190.0,-1807.0,-532.0,-1017.0
2208,營業外收入及支出,-41.0,79.0,-11.0,15.0,-136.0,8.0,-29.0,2.0
2208,稅後淨利,-335.0,-922.0,-1086.0,-2147.0,-1021.0,-1495.0,-467.0,-848.0
2208,每股盈餘,-1.02,-2.71,-1.46,-2.88,-1.56,-2.01,-0.63,-1.14
2603,營業收入淨額,37884.0,36532.0,37293.0,41224.0,37214.0,33306.0,33534.0,31255.0
2603,營業利益,-1992.0,-23.0,-1075.0,3021.0,2213.0,658.0,-772.0,-1833.0
2603,營業外收入及支出,238.0,136.0,762.0,1369.0,932.0,-434.0,-296.0,151.0
2603,稅後淨利,-1759.0,10.0,-724.0,3838.0,2751.0,146.0,-1075.0,-1579.0
2603,每股盈餘,-0.31,0.03,0.05,1.06,0.79,0.09,-0.3,-0.33
2605,營業收入淨額,800.0,713.0,908.0,690.0,870.0,863.0,856.0,386.0
2605,營業利益,17.0,-21.0,207.0,62.0,299.0,177.0,191.0,-88.0
2605,營業外收入及支出,-112.0,-6.0,-7.0,-30.0,-36.0,60.0,-62.0,1.0
2605,稅後淨利,-77.0,-42.0,188.0,39.0,216.0,207.0,86.0,-93.0
2605,每股盈餘,-0.13,-0.05,0.27,0.02,0.33,0.29,0.2,0.15
2606,營業收入淨額,2442.0,2182.0,2498.0,1900.0,2093.0,1794.0,1883.0,1548.0
2606,營業利益,256.0,113.0,207.0,99.0,151.0,4.0,122.0,-97.0
2606,營業外收入及支出,176.0,104.0,205.0,154.0,4.0,-13.0,130.0,105.0
2606,稅後淨利,143.0,277.0,327.0,445.0,90.0,546.0,-143.0,118.0
2606,每股盈餘,0.6,0.25,0.47,0.57,0.16,-0.02,0.29,0.01
2607,營業收入淨額,1100.0,1059.0,1082.0,1056.0,1065.0,1055.0,1086.0,1047.0
2607,營業利益,240.0,222.0,178.0,215.0,226.0,241.0,240.0,226.0
2607,營業外收入及支出,30.0,-21.0,195.0,48.0,8.0,-29.0,7.0,-23.0
2607,稅後淨利,179.0,178.0,199.0,223.0,179.0,180.0,204.0,174.0
2607,每股盈餘,0.16,0.16,0.29,0.21,0.17,0.16,0.19,0.16
2608,營業收入淨額,2476.0,2536.0,2559.0,2525.0,2314.0,2279.0,2450.0,2354.0
2608,營業利益,311.0,343.0,319.0,358.0,344.0,243.0,342.0,324.0
2608,營業外收入及支出,51.0,3.0,37.0,102.0,54.0,9.0,3.0,0.0
2608,稅後淨利,253.0,281.0,266.0,294.0,273.0,197.0,275.0,265.0
2608,每股盈餘,0.56,0.6,0.64,0.83,0.65,0.42,0.57,0.54
2609,營業收入淨額,32355.0,29429.0,30181.0,34622.0,32280.0,29575.0,30793.0,28421.0
2609,營業利益,-3497.0,-2066.0,273.0,1548.0,143.0,-1189.0,-1835.0,-4690.0
2609,營業外收入及支出,-732.0,-47.0,172.0,-245.0,-358.0,290.0,-390.0,68.0
2609,稅後淨利,-3720.0,-1877.0,345.0,1333.0,-429.0,-895.0,-2302.0,-4549.0
2609,每股盈餘,-1.47,-0.75,0.22,0.7,-0.25,-0.53,-1.17,-1.32
2610,營業收入淨額,41276.0,39735.0,41626.0,40543.0,38157.0,35796.0,35692.0,36553.0
2610,營業利益,775.0,423.0,2691.0,3702.0,2803.0,-369.0,147.0,1426.0
2610,營業外收入及支出,-315.0,-257.0,-1164.0,-32.0,-958.0,-3147.0,-1143.0,-403.0
2610,稅後淨利,462.0,188.0,2103.0,2850.0,2706.0,-858.0,-394.0,807.0
2610,每股盈餘,0.03,0.01,0.23,0.54,0.32,-0.69,-0.23,0.09
2611,營業收入淨額,239.0,218.0,240.0,262.0,268.0,257.0,289.0,313.0
2611,營業利益,0.0,-3.0,-10.0,-4.0,3.0,-8.0,15.0,-60.0
2611,營業外收入及支出,-28.0,33.0,8.0,53.0,-18.0,-25.0,-62.0,11.0
2611,稅後淨利,0.0,2.0,-7.0,27.0,12.0,-7.0,10.0,-43.0
2611,每股盈餘,-0.16,0.18,-0.01,0.27,-0.05,-0.16,-0.38,-0.09
2612,營業收入淨額,943.0,853.0,842.0,800.0,801.0,775.0,830.0,829.0
2612,營業利益,146.0,101.0,69.0,69.0,15.0,54.0,60.0,129.0
2612,營業外收入及支出,-13.0,-22.0,72.0,7.0,-44.0,-118.0,-130.0,-95.0
2612,稅後淨利,120.0,72.0,48.0,50.0,-32.0,5.0,-14.0,76.0
2612,每股盈餘,0.59,0.36,0.71,0.34,-0.19,-0.37,-0.37,0.09
2613,營業收入淨額,734.0,668.0,682.0,697.0,674.0,610.0,663.0,655.0
2613,營業利益,54.0,7.0,43.0,32.0,28.0,-5.0,28.0,35.0
2613,營業外收入及支出,-14.0,-8.0,-10.0,-5.0,-8.0,-4.0,-9.0,-42.0
2613,稅後淨利,46.0,-3.0,25.0,23.0,17.0,-8.0,17.0,36.0
2613,每股盈餘,0.35,-0.03,0.23,0.2,0.16,-0.07,0.19,-0.06
2615,營業收入淨額,15510.0,14642.0,15459.0,15584.0,15035.0,13544.0,14552.0,13767.0
2615,營業利益,98.0,146.0,661.0,1460.0,1006.0,14.0,867.0,332.0
2615,營業外收入及支出,269.0,51.0,-11.0,127.0,110.0,-249.0,117.0,-279.0
2615,稅後淨利,102.0,59.0,525.0,1260.0,801.0,-239.0,793.0,-9.0
2615,每股盈餘,0.12,0.06,0.27,0.58,0.4,-0.09,0.36,0.02
2617,營業收入淨額,837.0,797.0,792.0,727.0,651.0,647.0,671.0,630.0
2617,營業利益,170.0,164.0,174.0,112.0,53.0,3.0,-30.0,-15.0
2617,營業外收入及支出,97.0,-18.0,84.0,55.0,-12.0,18.0,-35.0,3.0
2617,稅後淨利,158.0,147.0,148.0,90.0,39.0,-11.0,-46.0,-7.0
2617,每股盈餘,0.62,0.35,0.62,0.38,0.07,0.04,-0.18,-0.04
2618,營業收入淨額,44555.0,42878.0,42130.0,43166.0,40201.0,38065.0,36418.0,38887.0
2618,營業利益,2300.0,1608.0,1305.0,5030.0,2069.0,290.0,-479.0,3415.0
2618,營業外收入及支出,558.0,332.0,-295.0,-9.0,170.0,-585.0,-394.0,-552.0
2618,稅後淨利,2139.0,834.0,199.0,4499.0,1564.0,-515.0,-1055.0,2584.0
2618,每股盈餘,0.46,0.34,0.09,1.08,0.39,-0.18,-0.29,0.58
2630,營業收入淨額,617.0,415.0,602.0,504.0,632.0,680.0,673.0,742.0
2630,營業利益,21.0,-48.0,-22.0,26.0,53.0,92.0,-11.0,116.0
2630,營業外收入及支出,-4.0,-2.0,3.0,-2.0,0.0,-2.0,-10.0,19.0
2630,稅後淨利,16.0,-50.0,-15.0,21.0,44.0,74.0,-7.0,112.0
2630,每股盈餘,0.13,-0.43,-0.13,0.19,0.4,0.68,-0.14,1.06
2633,營業收入淨額,11328.0,11039.0,11409.0,10614.0,10607.0,10805.0,10549.0,10016.0
2633,營業利益,4837.0,4770.0,4524.0,4144.0,4377.0,4710.0,3446.0,3144.0
2633,營業外收入及支出,-2942.0,-2760.0,-2993.0,-2746.0,-2780.0,-2758.0,-2204.0,-2052.0
2633,稅後淨利,4159.0,2399.0,1263.0,1166.0,1294.0,1621.0,1032.0,917.0
2633,每股盈餘,0.74,0.43,0.22,0.21,0.23,0.29,0.18,0.16
2634,營業收入淨額,6510.0,6197.0,8158.0,7015.0,6446.0,5919.0,6876.0,6641.0
2634,營業利益,485.0,471.0,881.0,766.0,495.0,628.0,478.0,697.0
2634,營業外收入及支出,333.0,-149.0,-121.0,7.0,114.0,-491.0,245.0,-173.0
2634,稅後淨利,622.0,311.0,592.0,619.0,429.0,112.0,579.0,439.0
2634,每股盈餘,0.66,0.33,0.63,0.65,0.46,0.12,0.64,0.48
2636,營業收入淨額,2716.0,2439.0,2713.0,2718.0,2668.0,2438.0,2706.0,2484.0
2636,營業利益,86.0,86.0,87.0,121.0,127.0,61.0,51.0,74.0
2636,營業外收入及支出,28.0,-17.0,-2.0,-8.0,-23.0,-10.0,5.0,-3.0
2636,稅後淨利,103.0,64.0,49.0,82.0,76.0,27.0,58.0,40.0
2636,每股盈餘,0.83,0.54,0.52,0.69,0.6,0.27,0.23,0.38
2642,營業收入淨額,817.0,860.0,819.0,812.0,718.0,711.0,664.0,661.0
2642,營業利益,13.0,22.0,-1.0,26.0,29.0,17.0,9.0,9.0
2642,營業外收入及支出,6.0,-4.0,3.0,0.0,25.0,36.0,0.0,1.0
2642,稅後淨利,16.0,16.0,1.0,22.0,25.0,15.0,9.0,8.0
2642,每股盈餘,0.17,0.16,0.01,0.23,0.48,0.52,0.07,0.08
5607,營業收入淨額,345.0,331.0,333.0,300.0,293.0,266.0,304.0,248.0
5607,營業利益,115.0,113.0,67.0,90.0,87.0,77.0,58.0,78.0
5607,營業外收入及支出,-9.0,-9.0,-10.0,1.0,-11.0,-11.0,-10.0,-2.0
5607,稅後淨利,59.0,88.0,77.0,137.0,56.0,66.0,48.0,75.0
5607,每股盈餘,0.25,0.41,0.35,0.68,0.24,0.31,0.22,0.38
5608,營業收入淨額,204.0,206.0,222.0,189.0,220.0,175.0,175.0,118.0
5608,營業利益,85.0,-16.0,-25.0,-148.0,-247.0,-232.0,-218.0,-178.0
5608,營業外收入及支出,-169.0,-95.0,-1152.0,-100.0,-185.0,-54.0,-99.0,-19.0
5608,稅後淨利,-108.0,-129.0,-152.0,-252.0,-356.0,-294.0,-314.0,-186.0
5608,每股盈餘,-0.1,-0.23,-2.71,-0.5,-0.93,-0.66,-0.71,-0.42
2701,營業收入淨額,40.0,43.0,39.0,44.0,47.0,49.0,41.0,52.0
2701,營業利益,42.0,41.0,38.0,41.0,42.0,42.0,37.0,43.0
2701,營業外收入及支出,99.0,54.0,82.0,91.0,92.0,46.0,26.0,100.0
2701,稅後淨利,98.0,8.0,99.0,113.0,116.0,73.0,52.0,122.0
2701,每股盈餘,0.22,0.02,0.23,0.26,0.28,0.17,0.13,0.29
2702,營業收入淨額,290.0,286.0,337.0,355.0,344.0,329.0,355.0,370.0
2702,營業利益,-28.0,-35.0,42.0,36.0,33.0,26.0,30.0,39.0
2702,營業外收入及支出,-3.0,364.0,-30.0,-28.0,-19.0,-21.0,-22.0,-21.0
2702,稅後淨利,-22.0,-226.0,-24.0,5.0,11.0,7.0,10.0,8.0
2702,每股盈餘,-0.19,1.72,-0.23,0.05,0.1,0.07,0.09,0.09
2704,營業收入淨額,692.0,805.0,797.0,720.0,749.0,828.0,921.0,877.0
2704,營業利益,77.0,137.0,86.0,73.0,118.0,143.0,89.0,54.0
2704,營業外收入及支出,24.0,-4.0,3.0,104.0,-7.0,-2.0,18.0,115.0
2704,稅後淨利,42.0,121.0,91.0,165.0,89.0,115.0,77.0,156.0
2704,每股盈餘,0.15,0.33,0.22,0.45,0.22,0.32,0.25,0.44
2705,營業收入淨額,784.0,770.0,907.0,797.0,760.0,790.0,881.0,848.0
2705,營業利益,-79.0,-121.0,-306.0,-126.0,-103.0,-72.0,-58.0,-80.0
2705,營業外收入及支出,-15.0,-713.0,-374.0,-19.0,-10.0,-20.0,-4.0,-18.0
2705,稅後淨利,-93.0,-539.0,-393.0,-144.0,-113.0,-91.0,-60.0,-98.0
2705,每股盈餘,-0.28,-2.46,-2.01,-0.43,-0.33,-0.27,-0.18,-0.29
2706,營業收入淨額,26.0,27.0,30.0,29.0,31.0,32.0,34.0,30.0
2706,營業利益,51.0,51.0,51.0,51.0,50.0,53.0,48.0,50.0
2706,營業外收入及支出,139.0,82.0,127.0,129.0,128.0,71.0,38.0,139.0
2706,稅後淨利,131.0,4.0,148.0,153.0,151.0,103.0,71.0,160.0
2706,每股盈餘,0.27,0.01,0.3,0.31,0.34,0.23,0.16,0.35
2707,營業收入淨額,1587.0,1625.0,1783.0,1626.0,1563.0,1615.0,1731.0,1536.0
2707,營業利益,194.0,280.0,371.0,314.0,299.0,306.0,378.0,299.0
2707,營業外收入及支出,464.0,-13.0,30.0,7.0,20.0,-16.0,8.0,-54.0
2707,稅後淨利,111.0,223.0,326.0,266.0,255.0,236.0,325.0,201.0
2707,每股盈餘,4.48,1.73,2.51,2.03,1.99,1.84,2.4,1.55
2712,營業收入淨額,98.0,47.0,107.0,149.0,101.0,91.0,108.0,173.0
2712,營業利益,-1.0,-41.0,1.0,30.0,-3.0,-8.0,1.0,43.0
2712,營業外收入及支出,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2712,稅後淨利,-2.0,-41.0,2.0,26.0,-4.0,-8.0,2.0,36.0
2712,每股盈餘,-0.02,-0.39,0.01,0.25,-0.03,-0.07,0.02,0.35
2722,營業收入淨額,169.0,114.0,130.0,217.0,177.0,131.0,143.0,239.0
2722,營業利益,-6.0,-26.0,5.0,70.0,39.0,0.0,8.0,85.0
2722,營業外收入及支出,6.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0
2722,稅後淨利,-1.0,-25.0,5.0,59.0,30.0,0.0,7.0,71.0
2722,每股盈餘,0.0,-0.23,0.04,0.55,0.28,0.0,0.07,0.69
2727,營業收入淨額,4041.0,4080.0,3843.0,4080.0,3788.0,4095.0,3785.0,4167.0
2727,營業利益,110.0,232.0,182.0,292.0,223.0,320.0,155.0,319.0
2727,營業外收入及支出,44.0,-30.0,-47.0,-8.0,35.0,-34.0,7.0,-32.0
2727,稅後淨利,139.0,140.0,101.0,203.0,195.0,220.0,117.0,212.0
2727,每股盈餘,1.56,1.0,0.8,1.74,1.78,1.7,0.51,1.54
2731,營業收入淨額,8390.0,6748.0,6527.0,7661.0,7034.0,5561.0,5172.0,6259.0
2731,營業利益,142.0,109.0,38.0,143.0,153.0,97.0,-21.0,32.0
2731,營業外收入及支出,46.0,46.0,44.0,38.0,29.0,20.0,37.0,44.0
2731,稅後淨利,142.0,119.0,68.0,149.0,153.0,96.0,10.0,58.0
2731,每股盈餘,1.97,1.72,0.92,2.07,2.11,1.39,0.17,0.89
2739,營業收入淨額,1017.0,1116.0,1261.0,893.0,984.0,1053.0,1131.0,953.0
2739,營業利益,-32.0,30.0,75.0,-114.0,46.0,84.0,122.0,43.0
2739,營業外收入及支出,14.0,5.0,24.0,6.0,10.0,10.0,16.0,1.0
2739,稅後淨利,-14.0,40.0,75.0,-90.0,48.0,79.0,121.0,40.0
2739,每股盈餘,-0.14,0.35,0.74,-0.82,0.43,0.71,1.07,0.33
2748,營業收入淨額,339.0,415.0,463.0,332.0,360.0,374.0,378.0,301.0
2748,營業利益,32.0,82.0,99.0,41.0,56.0,81.0,66.0,51.0
2748,營業外收入及支出,-2.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-3.0
2748,稅後淨利,21.0,66.0,84.0,33.0,45.0,67.0,54.0,40.0
2748,每股盈餘,0.32,1.0,1.27,0.51,0.68,1.02,0.9,0.67
5706,營業收入淨額,837.0,487.0,604.0,914.0,760.0,443.0,575.0,931.0
5706,營業利益,46.0,21.0,24.0,60.0,49.0,21.0,27.0,65.0
5706,營業外收入及支出,0.0,3.0,6.0,21.0,9.0,4.0,9.0,15.0
5706,稅後淨利,42.0,20.0,21.0,70.0,44.0,15.0,30.0,68.0
5706,每股盈餘,0.61,0.33,0.39,1.17,0.81,0.34,0.49,1.15
8940,營業收入淨額,312.0,503.0,487.0,190.0,301.0,461.0,489.0,216.0
8940,營業利益,-35.0,61.0,60.0,-113.0,-25.0,53.0,82.0,-88.0
8940,營業外收入及支出,5.0,-6.0,5.0,9.0,1.0,-9.0,-6.0,-3.0
8940,稅後淨利,-29.0,46.0,53.0,-98.0,-23.0,37.0,70.0,-84.0
8940,每股盈餘,-0.44,0.68,0.91,-1.47,-0.35,0.53,1.01,-1.22
9943,營業收入淨額,740.0,793.0,720.0,724.0,695.0,772.0,707.0,743.0
9943,營業利益,149.0,197.0,118.0,119.0,109.0,160.0,66.0,135.0
9943,營業外收入及支出,117.0,92.0,82.0,90.0,65.0,40.0,71.0,48.0
9943,稅後淨利,205.0,270.0,187.0,189.0,150.0,203.0,109.0,163.0
9943,每股盈餘,1.55,1.76,1.22,1.28,1.03,1.21,0.83,1.09
2801,營業收入淨額,,,,,,,,
2801,營業利益,,,,,,,,
2801,營業外收入及支出,,,,,,,,
2801,稅後淨利,,,,,,,,
2801,每股盈餘,,,,,,,,
2809,營業收入淨額,,,,,,,,
2809,營業利益,,,,,,,,
2809,營業外收入及支出,,,,,,,,
2809,稅後淨利,,,,,,,,
2809,每股盈餘,,,,,,,,
2812,營業收入淨額,,,,,,,,
2812,營業利益,,,,,,,,
2812,營業外收入及支出,,,,,,,,
2812,稅後淨利,,,,,,,,
2812,每股盈餘,,,,,,,,
2816,營業收入淨額,,,,,,,,
2816,營業利益,,,,,,,,
2816,營業外收入及支出,,,,,,,,
2816,稅後淨利,,,,,,,,
2816,每股盈餘,,,,,,,,
2820,營業收入淨額,,,,,,,,
2820,營業利益,,,,,,,,
2820,營業外收入及支出,,,,,,,,
2820,稅後淨利,,,,,,,,
2820,每股盈餘,,,,,,,,
2823,營業收入淨額,,,,,,,,
2823,營業利益,,,,,,,,
2823,營業外收入及支出,,,,,,,,
2823,稅後淨利,,,,,,,,
2823,每股盈餘,,,,,,,,
2832,營業收入淨額,,,,,,,,
2832,營業利益,,,,,,,,
2832,營業外收入及支出,,,,,,,,
2832,稅後淨利,,,,,,,,
2832,每股盈餘,,,,,,,,
2834,營業收入淨額,,,,,,,,
2834,營業利益,,,,,,,,
2834,營業外收入及支出,,,,,,,,
2834,稅後淨利,,,,,,,,
2834,每股盈餘,,,,,,,,
2836,營業收入淨額,,,,,,,,
2836,營業利益,,,,,,,,
2836,營業外收入及支出,,,,,,,,
2836,稅後淨利,,,,,,,,
2836,每股盈餘,,,,,,,,
