,0,1,2
1,2449,2016,2.56
2,2449,2015,1.93
3,2449,2014,2.15
0,2451,2017,6.17
1,2451,2016,6.69
2,2451,2015,7.48
3,2451,2014,8.67
0,2454,2017,15.56
1,2454,2016,15.16
2,2454,2015,16.6
3,2454,2014,30.04
0,2458,2017,2.58
1,2458,2016,1.57
2,2458,2015,1.98
3,2458,2014,3.62
0,2481,2017,-0.92
1,2481,2016,1.66
2,2481,2015,1.2
3,2481,2014,0.28
0,3006,2017,3.11
1,3006,2016,2.19
2,3006,2015,1.85
3,3006,2014,4.34
0,3014,2017,2.47
1,3014,2016,2.38
2,3014,2015,2.2
3,3014,2014,2.4
0,3016,2017,0.74
1,3016,2016,0.08
2,3016,2015,0.25
3,3016,2014,0.18
0,3034,2017,8.26
1,3034,2016,8.22
2,3034,2015,10.52
3,3034,2014,11.85
0,3035,2017,3.4
1,3035,2016,1.14
2,3035,2015,1.26
3,3035,2014,1.65
0,3041,2017,-1.6
1,3041,2016,-1.95
2,3041,2015,-0.29
3,3041,2014,0.9
0,3054,2017,0.69
1,3054,2016,0.59
2,3054,2015,-0.96
3,3054,2014,0.14
0,3094,2017,0.63
1,3094,2016,0.86
2,3094,2015,1.01
3,3094,2014,1.0
0,3189,2017,1.1
1,3189,2016,5.01
2,3189,2015,6.51
3,3189,2014,8.11
0,3257,2017,1.02
1,3257,2016,1.9
2,3257,2015,2.39
3,3257,2014,5.58
0,3413,2017,13.63
1,3413,2016,9.05
2,3413,2015,8.11
3,3413,2014,5.38
0,3443,2017,6.38
1,3443,2016,4.11
2,3443,2015,3.69
3,3443,2014,3.27
0,3519,2017,-1.49
1,3519,2016,-2.14
2,3519,2015,-3.71
3,3519,2014,-5.54
0,3530,2017,3.02
1,3530,2016,1.98
2,3530,2015,0.15
3,3530,2014,-0.07
0,3532,2017,2.89
1,3532,2016,0.94
2,3532,2015,1.65
3,3532,2014,1.4
0,3536,2017,0.05
1,3536,2016,0.22
2,3536,2015,-0.8
3,3536,2014,-5.73
0,3545,2017,-0.28
1,3545,2016,0.73
2,3545,2015,0.67
3,3545,2014,1.04
0,3579,2017,-2.68
1,3579,2016,-5.92
2,3579,2015,-8.31
3,3579,2014,-4.91
0,3583,2017,4.05
1,3583,2016,3.6
2,3583,2015,1.06
3,3583,2014,3.04
0,3588,2017,0.45
1,3588,2016,2.25
2,3588,2015,2.15
3,3588,2014,2.3
0,3686,2017,-1.98
1,3686,2016,-2.1
2,3686,2015,-1.73
3,3686,2014,-1.55
0,3711,2017,
1,3711,2016,
2,3711,2015,
3,3711,2014,
0,4919,2017,3.32
1,4919,2016,2.95
2,4919,2015,2.26
3,4919,2014,1.65
0,4952,2017,3.3
1,4952,2016,3.8
2,4952,2015,3.57
3,4952,2014,2.86
0,4968,2017,2.59
1,4968,2016,2.74
2,4968,2015,3.26
3,4968,2014,1.35
0,5269,2017,7.23
1,5269,2016,6.19
2,5269,2015,3.66
3,5269,2014,4.04
0,5285,2017,4.17
1,5285,2016,2.01
2,5285,2015,2.25
3,5285,2014,3.12
0,5305,2017,1.8
1,5305,2016,1.4
2,5305,2015,1.52
3,5305,2014,1.1
0,5471,2017,1.41
1,5471,2016,1.67
2,5471,2015,2.32
3,5471,2014,3.12
0,6202,2017,4.1
1,6202,2016,3.47
2,6202,2015,3.57
3,6202,2014,
0,6239,2017,7.51
1,6239,2016,6.2
2,6239,2015,5.2
3,6239,2014,4.24
0,6243,2017,-1.47
1,6243,2016,-1.34
2,6243,2015,-1.7
3,6243,2014,-1.19
0,6257,2017,2.76
1,6257,2016,2.17
2,6257,2015,2.11
3,6257,2014,2.9
0,6271,2017,5.91
1,6271,2016,6.29
2,6271,2015,6.39
3,6271,2014,9.27
0,6531,2017,3.58
1,6531,2016,6.07
2,6531,2015,7.58
3,6531,2014,19.6
0,6533,2017,0.54
1,6533,2016,-0.86
2,6533,2015,0.11
3,6533,2014,0.01
0,6552,2017,0.04
1,6552,2016,1.51
2,6552,2015,3.22
3,6552,2014,1.55
0,8016,2017,7.32
1,8016,2016,8.77
2,8016,2015,7.05
3,8016,2014,6.02
0,8028,2017,1.43
1,8028,2016,1.63
2,8028,2015,1.57
3,8028,2014,3.79
0,8081,2017,3.7
1,8081,2016,4.67
2,8081,2015,5.06
3,8081,2014,7.09
0,8110,2017,1.39
1,8110,2016,0.93
2,8110,2015,0.29
3,8110,2014,1.76
0,8131,2017,3.15
1,8131,2016,2.31
2,8131,2015,2.55
3,8131,2014,1.91
0,8150,2017,3.57
1,8150,2016,1.78
2,8150,2015,2.54
3,8150,2014,3.87
0,8261,2017,0.48
1,8261,2016,0.88
2,8261,2015,0.7
3,8261,2014,0.96
0,8271,2017,4.02
1,8271,2016,2.74
2,8271,2015,1.53
3,8271,2014,3.63
0,2301,2017,1.13
1,2301,2016,4.05
2,2301,2015,3.11
3,2301,2014,2.79
0,2305,2017,2.54
1,2305,2016,0.08
2,2305,2015,0.11
3,2305,2014,0.76
0,2324,2017,1.32
1,2324,2016,1.88
2,2324,2015,2.01
3,2324,2014,1.63
0,2331,2017,0.4
1,2331,2016,-1.7
2,2331,2015,2.07
3,2331,2014,2.09
0,2352,2017,2.69
1,2352,2016,2.21
2,2352,2015,1.1
3,2352,2014,1.51
0,2353,2017,0.93
1,2353,2016,-1.62
2,2353,2015,0.2
3,2353,2014,0.66
0,2356,2017,1.88
1,2356,2016,1.57
2,2356,2015,1.55
3,2356,2014,1.98
0,2357,2017,20.93
1,2357,2016,25.85
2,2357,2015,23.02
3,2357,2014,26.21
0,2362,2017,1.12
1,2362,2016,0.92
2,2362,2015,1.57
3,2362,2014,3.55
0,2364,2017,-1.24
1,2364,2016,-1.95
2,2364,2015,-0.97
3,2364,2014,-1.08
0,2365,2017,0.19
1,2365,2016,-1.09
2,2365,2015,0.32
3,2365,2014,0.42
0,2376,2017,4.41
1,2376,2016,3.64
2,2376,2015,3.05
3,2376,2014,3.82
0,2377,2017,5.84
1,2377,2016,5.79
2,2377,2015,4.39
3,2377,2014,3.57
0,2380,2017,-3.06
1,2380,2016,-1.45
2,2380,2015,-1.01
3,2380,2014,-0.39
0,2382,2017,3.73
1,2382,2016,3.93
2,2382,2015,4.62
3,2382,2014,4.9
0,2387,2017,0.9
1,2387,2016,2.11
2,2387,2015,2.35
3,2387,2014,1.95
0,2395,2017,8.84
1,2395,2016,8.96
2,2395,2015,8.08
3,2395,2014,7.8
0,2397,2017,3.65
1,2397,2016,4.59
2,2397,2015,3.13
3,2397,2014,2.95
0,2399,2017,0.56
1,2399,2016,-0.18
2,2399,2015,-0.59
3,2399,2014,-0.37
0,2405,2017,-0.46
1,2405,2016,-0.29
2,2405,2015,-0.63
3,2405,2014,-0.71
0,2417,2017,-0.3
1,2417,2016,-0.49
2,2417,2015,-1.39
3,2417,2014,-0.74
0,2424,2017,-1.64
1,2424,2016,-1.52
2,2424,2015,-0.89
3,2424,2014,-0.21
0,2425,2017,-0.52
1,2425,2016,0.84
2,2425,2015,1.67
3,2425,2014,2.48
0,2442,2017,-0.44
1,2442,2016,0.13
2,2442,2015,0.25
3,2442,2014,0.72
0,2465,2017,-1.08
1,2465,2016,-1.94
2,2465,2015,0.49
3,2465,2014,-1.26
0,3002,2017,0.73
1,3002,2016,0.59
2,3002,2015,0.41
3,3002,2014,0.77
0,3005,2017,3.38
1,3005,2016,3.68
2,3005,2015,2.19
3,3005,2014,1.51
0,3013,2017,1.25
1,3013,2016,1.14
2,3013,2015,0.39
3,3013,2014,0.72
0,3017,2017,2.51
1,3017,2016,2.43
2,3017,2015,2.1
3,3017,2014,2.06
0,3022,2017,2.82
1,3022,2016,4.16
2,3022,2015,3.55
3,3022,2014,4.51
0,3046,2017,-3.09
1,3046,2016,-3.15
2,3046,2015,-1.55
3,3046,2014,-2.76
0,3057,2017,-3.73
1,3057,2016,-2.03
2,3057,2015,0.48
3,3057,2014,2.56
0,3060,2017,0.34
1,3060,2016,1.23
2,3060,2015,4.33
3,3060,2014,4.16
0,3231,2017,1.48
1,3231,2016,1.2
2,3231,2015,0.55
3,3231,2014,1.5
0,3416,2017,2.18
1,3416,2016,3.06
2,3416,2015,3.52
3,3416,2014,4.12
0,3494,2017,-1.88
1,3494,2016,-0.81
2,3494,2015,-0.15
3,3494,2014,0.47
0,3515,2017,4.02
1,3515,2016,1.39
2,3515,2015,2.09
3,3515,2014,4.4
0,3701,2017,0.29
1,3701,2016,0.35
2,3701,2015,-1.03
3,3701,2014,-1.03
0,3706,2017,3.24
1,3706,2016,3.44
2,3706,2015,2.32
3,3706,2014,1.03
0,4916,2017,1.06
1,4916,2016,2.01
2,4916,2015,-0.39
3,4916,2014,0.16
0,4938,2017,5.66
1,4938,2016,7.5
2,4938,2015,9.23
3,4938,2014,6.24
0,5258,2017,0.8
1,5258,2016,4.58
2,5258,2015,1.55
3,5258,2014,1.42
0,6117,2017,3.2
1,6117,2016,-1.91
2,6117,2015,-2.63
3,6117,2014,0.43
0,6128,2017,5.22
1,6128,2016,4.2
2,6128,2015,3.7
3,6128,2014,3.08
0,6166,2017,1.79
1,6166,2016,2.0
2,6166,2015,3.03
3,6166,2014,3.21
0,6172,2017,-0.19
1,6172,2016,0.31
2,6172,2015,0.24
3,6172,2014,0.87
0,6206,2017,5.06
1,6206,2016,6.02
2,6206,2015,7.02
3,6206,2014,7.25
0,6230,2017,5.79
1,6230,2016,10.95
2,6230,2015,7.77
3,6230,2014,6.6
0,6235,2017,0.5
1,6235,2016,8.19
2,6235,2015,0.29
3,6235,2014,-1.24
0,6277,2017,6.08
1,6277,2016,6.6
2,6277,2015,5.9
3,6277,2014,6.37
0,6414,2017,14.81
1,6414,2016,14.01
2,6414,2015,12.57
3,6414,2014,8.63
0,6579,2017,5.6
1,6579,2016,5.32
2,6579,2015,3.34
3,6579,2014,4.13
0,8114,2017,8.0
1,8114,2016,9.34
2,8114,2015,9.12
3,8114,2014,8.88
0,8163,2017,2.07
1,8163,2016,1.58
2,8163,2015,2.0
3,8163,2014,0.24
0,8210,2017,3.8
1,8210,2016,5.01
2,8210,2015,4.22
3,8210,2014,4.52
0,9912,2017,0.16
1,9912,2016,-0.16
2,9912,2015,-1.08
3,9912,2014,0.01
0,2323,2017,-0.61
1,2323,2016,-1.17
2,2323,2015,-1.31
3,2323,2014,-0.67
0,2340,2017,1.33
1,2340,2016,1.57
2,2340,2015,1.05
3,2340,2014,1.03
0,2349,2017,-1.4
1,2349,2016,-1.28
2,2349,2015,-0.84
3,2349,2014,-1.29
0,2374,2017,0.77
1,2374,2016,1.39
2,2374,2015,1.71
3,2374,2014,0.33
0,2393,2017,2.74
1,2393,2016,4.13
2,2393,2015,4.27
3,2393,2014,5.12
0,2406,2017,-7.78
1,2406,2016,0.1
2,2406,2015,0.01
3,2406,2014,0.01
0,2409,2017,3.36
1,2409,2016,0.81
2,2409,2015,0.51
3,2409,2014,1.83
0,2426,2017,0.66
1,2426,2016,0.91
2,2426,2015,1.22
3,2426,2014,1.5
0,2438,2017,-0.81
1,2438,2016,-0.08
2,2438,2015,0.07
3,2438,2014,0.04
0,2448,2017,1.55
1,2448,2016,-3.33
2,2448,2015,-2.81
3,2448,2014,1.98
0,2466,2017,0.01
1,2466,2016,0.04
2,2466,2015,-0.55
3,2466,2014,-0.87
0,2475,2017,0.46
1,2475,2016,-0.27
2,2475,2015,-1.35
3,2475,2014,-0.61
0,2486,2017,-0.86
1,2486,2016,-0.52
2,2486,2015,-1.38
3,2486,2014,1.02
0,2489,2017,-1.1
1,2489,2016,2.02
2,2489,2015,2.12
3,2489,2014,1.01
0,2491,2017,0.51
1,2491,2016,-0.36
2,2491,2015,0.47
3,2491,2014,3.52
0,2499,2017,-4.93
1,2499,2016,-1.41
2,2499,2015,0.63
3,2499,2014,1.21
0,3008,2017,193.65
1,3008,2016,169.47
2,3008,2015,180.08
3,3008,2014,144.91
0,3019,2017,2.21
1,3019,2016,1.2
2,3019,2015,0.37
3,3019,2014,-1.19
0,3024,2017,0.12
1,3024,2016,2.77
2,3024,2015,-1.2
3,3024,2014,-1.12
0,3031,2017,1.12
1,3031,2016,0.9
2,3031,2015,-0.07
3,3031,2014,0.46
0,3038,2017,0.33
1,3038,2016,1.03
2,3038,2015,1.25
3,3038,2014,0.79
0,3049,2017,0.19
1,3049,2016,-0.67
2,3049,2015,0.17
3,3049,2014,0.58
0,3050,2017,0.86
1,3050,2016,0.57
2,3050,2015,0.84
3,3050,2014,-0.36
0,3051,2017,-0.66
1,3051,2016,-0.84
2,3051,2015,0.94
3,3051,2014,1.65
0,3059,2017,0.05
1,3059,2016,0.2
2,3059,2015,1.02
3,3059,2014,0.8
0,3149,2017,0.11
1,3149,2016,-2.66
2,3149,2015,-19.1
3,3149,2014,-7.93
0,3356,2017,-1.98
1,3356,2016,1.8
2,3356,2015,4.58
3,3356,2014,7.0
0,3383,2017,-2.01
1,3383,2016,-6.84
2,3383,2015,-5.75
3,3383,2014,0.38
0,3406,2017,10.5
1,3406,2016,-1.54
2,3406,2015,-11.3
3,3406,2014,-6.95
0,3437,2017,0.68
1,3437,2016,0.41
2,3437,2015,2.38
3,3437,2014,3.07
0,3454,2017,5.27
1,3454,2016,6.57
2,3454,2015,6.2
3,3454,2014,5.01
0,3481,2017,3.72
1,3481,2016,0.19
2,3481,2015,1.09
3,3481,2014,2.31
0,3504,2017,-1.31
1,3504,2016,-1.74
2,3504,2015,1.13
3,3504,2014,1.69
0,3514,2017,-2.93
1,3514,2016,-5.02
2,3514,2015,-0.23
3,3514,2014,-0.93
0,3535,2017,-1.63
1,3535,2016,0.1
2,3535,2015,0.67
3,3535,2014,-0.46
0,3557,2017,-2.97
1,3557,2016,-0.96
2,3557,2015,-0.59
3,3557,2014,-3.54
0,3561,2017,-2.51
1,3561,2016,-1.3
2,3561,2015,-0.91
3,3561,2014,0.42
0,3576,2017,-4.08
1,3576,2016,-6.53
2,3576,2015,-1.71
3,3576,2014,0.28
0,3591,2017,-1.55
1,3591,2016,-0.71
2,3591,2015,-1.07
3,3591,2014,-0.34
0,3622,2017,-0.04
1,3622,2016,-1.01
2,3622,2015,-17.36
3,3622,2014,-11.92
0,3669,2017,0.47
1,3669,2016,1.36
2,3669,2015,-0.28
3,3669,2014,0.22
0,3698,2017,0.25
1,3698,2016,-1.28
2,3698,2015,0.45
3,3698,2014,1.17
0,4934,2017,-2.67
1,4934,2016,-0.85
2,4934,2015,1.1
3,4934,2014,0.66
0,4942,2017,1.75
1,4942,2016,2.26
2,4942,2015,-3.49
3,4942,2014,2.59
0,4956,2017,0.62
1,4956,2016,0.07
2,4956,2015,0.0
3,4956,2014,1.14
0,4960,2017,-2.18
1,4960,2016,-2.88
2,4960,2015,2.03
3,4960,2014,4.36
0,4976,2017,0.1
1,4976,2016,-0.48
2,4976,2015,-1.14
3,4976,2014,-0.36
0,5234,2017,5.07
1,5234,2016,3.78
2,5234,2015,2.86
3,5234,2014,3.25
0,5259,2017,-4.7
1,5259,2016,-12.01
2,5259,2015,-8.47
3,5259,2014,-2.5
0,5484,2017,-0.9
1,5484,2016,0.14
2,5484,2015,-1.52
3,5484,2014,-1.08
0,6116,2017,2.07
1,6116,2016,1.25
2,6116,2015,-0.68
3,6116,2014,0.16
0,6120,2017,0.58
1,6120,2016,0.35
2,6120,2015,-0.57
3,6120,2014,2.41
0,6131,2017,1.7
1,6131,2016,-1.09
2,6131,2015,-4.86
3,6131,2014,-1.55
0,6164,2017,0.37
1,6164,2016,1.14
2,6164,2015,0.45
3,6164,2014,1.11
0,6168,2017,1.12
1,6168,2016,-0.77
2,6168,2015,-0.07
3,6168,2014,1.82
0,6176,2017,6.57
1,6176,2016,6.81
2,6176,2015,6.61
3,6176,2014,8.01
0,6209,2017,-0.85
1,6209,2016,0.02
2,6209,2015,-0.78
3,6209,2014,-0.86
0,6225,2017,-0.13
1,6225,2016,-0.25
2,6225,2015,-0.68
3,6225,2014,-2.16
0,6226,2017,0.18
1,6226,2016,0.54
2,6226,2015,-0.72
3,6226,2014,0.33
0,6278,2017,2.64
1,6278,2016,1.95
2,6278,2015,3.05
3,6278,2014,3.78
0,6288,2017,0.47
1,6288,2016,0.68
2,6288,2015,0.42
3,6288,2014,0.07
0,6289,2017,-0.5
1,6289,2016,-0.59
2,6289,2015,-0.99
3,6289,2014,-1.55
0,6405,2017,0.32
1,6405,2016,0.04
2,6405,2015,0.16
3,6405,2014,5.54
0,6443,2017,-2.2
1,6443,2016,0.03
2,6443,2015,0.53
3,6443,2014,0.56
0,6477,2017,0.91
1,6477,2016,-0.72
2,6477,2015,1.3
3,6477,2014,2.1
0,8105,2017,1.37
1,8105,2016,1.43
2,8105,2015,1.01
3,8105,2014,0.2
0,8215,2017,1.64
1,8215,2016,-1.31
2,8215,2015,1.58
3,8215,2014,3.31
0,2314,2017,0.73
1,2314,2016,0.81
2,2314,2015,0.1
3,2314,2014,-1.33
0,2321,2017,-0.21
1,2321,2016,0.16
2,2321,2015,-0.27
3,2321,2014,-0.29
0,2332,2017,-0.3
1,2332,2016,-1.5
2,2332,2015,-2.9
3,2332,2014,0.1
0,2345,2017,4.68
1,2345,2016,3.51
2,2345,2015,2.19
3,2345,2014,1.21
0,2412,2017,5.01
1,2412,2016,5.16
2,2412,2015,5.52
3,2412,2014,4.98
0,2419,2017,1.42
1,2419,2016,1.99
2,2419,2015,1.01
3,2419,2014,0.64
0,2439,2017,18.94
1,2439,2016,11.0
2,2439,2015,3.48
3,2439,2014,6.72
0,2444,2017,0.14
1,2444,2016,0.62
2,2444,2015,0.3
3,2444,2014,0.57
0,2450,2017,3.3
1,2450,2016,4.02
2,2450,2015,3.17
3,2450,2014,2.13
0,2455,2017,2.15
1,2455,2016,2.12
2,2455,2015,2.4
3,2455,2014,1.9
0,2485,2017,0.1
1,2485,2016,1.67
2,2485,2015,2.66
3,2485,2014,1.91
0,2496,2017,9.37
1,2496,2016,2.9
2,2496,2015,-0.64
3,2496,2014,-2.32
0,2498,2017,-20.58
1,2498,2016,-12.81
2,2498,2015,-18.79
3,2498,2014,1.8
0,3025,2017,0.22
1,3025,2016,0.4
2,3025,2015,-0.18
3,3025,2014,0.17
0,3027,2017,-2.31
1,3027,2016,0.23
2,3027,2015,0.39
3,3027,2014,0.36
0,3045,2017,5.21
1,3045,2016,5.63
2,3045,2015,5.76
3,3045,2014,5.56
0,3047,2017,-0.98
1,3047,2016,0.45
2,3047,2015,0.77
3,3047,2014,0.66
0,3062,2017,0.43
1,3062,2016,1.02
2,3062,2015,1.41
3,3062,2014,1.05
0,3311,2017,-0.46
1,3311,2016,-0.61
2,3311,2015,0.79
3,3311,2014,-7.32
0,3380,2017,1.26
1,3380,2016,1.4
2,3380,2015,-0.74
3,3380,2014,1.1
0,3419,2017,-0.67
1,3419,2016,0.83
2,3419,2015,-0.5
3,3419,2014,-0.29
0,3596,2017,3.21
1,3596,2016,7.19
2,3596,2015,3.06
3,3596,2014,4.29
0,3682,2017,-0.93
1,3682,2016,-1.19
2,3682,2015,-0.41
3,3682,2014,-2.35
0,3694,2017,0.26
1,3694,2016,0.6
2,3694,2015,0.3
3,3694,2014,-4.33
0,3704,2017,-1.32
1,3704,2016,0.65
2,3704,2015,-1.35
3,3704,2014,0.37
0,4904,2017,3.33
1,4904,2016,3.5
2,4904,2015,3.52
3,4904,2014,3.52
0,4906,2017,1.01
1,4906,2016,1.89
2,4906,2015,0.69
3,4906,2014,0.23
0,5388,2017,5.38
1,5388,2016,6.02
2,5388,2015,5.57
3,5388,2014,4.21
0,6136,2017,1.72
1,6136,2016,2.02
2,6136,2015,1.98
3,6136,2014,2.01
0,6142,2017,-0.77
1,6142,2016,0.6
2,6142,2015,-0.56
3,6142,2014,-0.9
0,6152,2017,-1.16
1,6152,2016,-0.32
2,6152,2015,-1.99
3,6152,2014,-1.61
0,6216,2017,2.38
1,6216,2016,3.07
2,6216,2015,2.99
3,6216,2014,2.43
0,6285,2017,5.76
1,6285,2016,5.95
2,6285,2015,5.97
3,6285,2014,4.28
0,6416,2017,5.61
1,6416,2016,6.67
2,6416,2015,6.08
3,6416,2014,3.8
0,6442,2017,0.71
1,6442,2016,4.39
2,6442,2015,5.05
3,6442,2014,3.88
0,8011,2017,0.36
1,8011,2016,0.73
2,8011,2015,0.03
3,8011,2014,1.38
0,8101,2017,-1.63
1,8101,2016,-3.73
2,8101,2015,-0.87
3,8101,2014,0.45
0,1471,2017,-2.32
1,1471,2016,-1.91
2,1471,2015,-1.78
3,1471,2014,-0.39
0,1582,2017,5.42
1,1582,2016,6.06
2,1582,2015,5.28
3,1582,2014,5.71
0,2059,2017,9.54
1,2059,2016,16.49
2,2059,2015,20.18
3,2059,2014,18.98
0,2308,2017,7.08
1,2308,2016,7.24
2,2308,2015,7.67
3,2308,2014,8.49
0,2313,2017,3.0
1,2313,2016,1.36
2,2313,2015,2.41
3,2313,2014,1.67
0,2316,2017,-0.03
1,2316,2016,0.17
2,2316,2015,15.03
3,2316,2014,1.15
0,2327,2017,16.09
1,2327,2016,6.83
2,2327,2015,5.48
3,2327,2014,2.3
0,2328,2017,1.33
1,2328,2016,2.15
2,2328,2015,0.55
3,2328,2014,0.4
0,2355,2017,3.78
1,2355,2016,6.26
2,2355,2015,4.97
3,2355,2014,4.45
0,2367,2017,1.24
1,2367,2016,-1.27
2,2367,2015,0.97
3,2367,2014,0.9
0,2368,2017,-0.5
1,2368,2016,0.26
2,2368,2015,0.18
3,2368,2014,1.13
0,2375,2017,2.52
1,2375,2016,-0.66
2,2375,2015,0.52
3,2375,2014,1.0
0,2383,2017,8.74
1,2383,2016,8.7
2,2383,2015,7.55
3,2383,2014,4.91
0,2385,2017,5.92
1,2385,2016,5.24
2,2385,2015,5.66
3,2385,2014,6.22
0,2392,2017,2.6
1,2392,2016,1.55
2,2392,2015,3.22
3,2392,2014,3.51
0,2402,2017,-0.97
1,2402,2016,0.1
2,2402,2015,0.16
3,2402,2014,3.22
0,2413,2017,-0.98
1,2413,2016,0.17
2,2413,2015,1.32
3,2413,2014,0.42
0,2415,2017,1.65
1,2415,2016,2.37
2,2415,2015,0.82
3,2415,2014,2.02
0,2420,2017,3.02
1,2420,2016,3.71
2,2420,2015,4.26
3,2420,2014,3.84
0,2421,2017,2.62
1,2421,2016,2.28
2,2421,2015,1.77
3,2421,2014,1.51
0,2428,2017,8.47
1,2428,2016,7.03
2,2428,2015,5.4
3,2428,2014,4.87
0,2429,2017,-2.21
1,2429,2016,0.22
2,2429,2015,-2.31
3,2429,2014,-2.71
0,2431,2017,-0.34
1,2431,2016,0.88
2,2431,2015,0.32
3,2431,2014,1.28
0,2440,2017,0.84
1,2440,2016,0.07
2,2440,2015,-0.18
3,2440,2014,-0.08
0,2456,2017,5.64
1,2456,2016,5.34
2,2456,2015,4.41
3,2456,2014,2.7
0,2457,2017,0.02
1,2457,2016,-1.09
2,2457,2015,-1.83
3,2457,2014,0.53
0,2460,2017,-0.01
1,2460,2016,0.27
2,2460,2015,-0.24
3,2460,2014,0.51
0,2462,2017,0.21
1,2462,2016,1.2
2,2462,2015,1.67
3,2462,2014,1.48
0,2467,2017,2.7
1,2467,2016,1.39
2,2467,2015,-3.12
3,2467,2014,1.53
0,2472,2017,3.57
1,2472,2016,3.33
2,2472,2015,2.83
3,2472,2014,3.6
0,2476,2017,2.1
1,2476,2016,2.61
2,2476,2015,2.19
3,2476,2014,1.75
0,2478,2017,1.05
1,2478,2016,1.01
2,2478,2015,0.94
3,2478,2014,0.67
0,2483,2017,1.46
1,2483,2016,1.61
2,2483,2015,1.74
3,2483,2014,1.63
0,2484,2017,1.05
1,2484,2016,1.48
2,2484,2015,1.67
3,2484,2014,1.83
0,2492,2017,5.15
1,2492,2016,3.95
2,2492,2015,1.86
3,2492,2014,0.81
0,2493,2017,2.16
1,2493,2016,2.85
2,2493,2015,2.51
3,2493,2014,3.28
0,3003,2017,3.2
1,3003,2016,2.49
2,3003,2015,2.45
3,3003,2014,2.59
0,3011,2017,-0.91
1,3011,2016,0.03
2,3011,2015,-0.94
3,3011,2014,-0.62
0,3015,2017,1.64
1,3015,2016,1.61
2,3015,2015,1.73
3,3015,2014,1.71
0,3021,2017,1.15
1,3021,2016,1.05
2,3021,2015,0.82
3,3021,2014,0.75
0,3023,2017,5.44
1,3023,2016,5.15
2,3023,2015,4.53
3,3023,2014,3.82
0,3026,2017,4.4
1,3026,2016,2.26
2,3026,2015,2.67
3,3026,2014,4.05
0,3032,2017,2.15
1,3032,2016,3.81
2,3032,2015,2.62
3,3032,2014,2.06
0,3037,2017,0.28
1,3037,2016,0.01
2,3037,2015,0.19
3,3037,2014,0.32
0,3042,2017,3.11
1,3042,2016,3.28
2,3042,2015,3.03
3,3042,2014,3.21
0,3044,2017,8.31
1,3044,2016,6.8
2,3044,2015,5.39
3,3044,2014,5.02
0,3058,2017,-0.21
1,3058,2016,0.58
2,3058,2015,0.09
3,3058,2014,0.11
0,3090,2017,3.5
1,3090,2016,2.35
2,3090,2015,2.23
3,3090,2014,2.44
0,3229,2017,-0.18
1,3229,2016,-1.75
2,3229,2015,-0.44
3,3229,2014,0.53
0,3296,2017,0.02
1,3296,2016,1.22
2,3296,2015,0.08
3,3296,2014,0.37
0,3308,2017,-0.57
1,3308,2016,-0.2
2,3308,2015,0.0
3,3308,2014,-0.33
0,3321,2017,-2.86
1,3321,2016,-2.68
2,3321,2015,2.21
3,3321,2014,4.53
0,3338,2017,0.51
1,3338,2016,2.71
2,3338,2015,1.9
3,3338,2014,2.38
0,3376,2017,4.1
1,3376,2016,6.13
2,3376,2015,9.02
3,3376,2014,6.36
0,3432,2017,-0.34
1,3432,2016,0.11
2,3432,2015,0.17
3,3432,2014,0.63
0,3501,2017,4.46
1,3501,2016,5.94
2,3501,2015,6.32
3,3501,2014,4.03
0,3533,2017,10.23
1,3533,2016,7.38
2,3533,2015,8.52
3,3533,2014,11.53
0,3550,2017,1.46
1,3550,2016,1.26
2,3550,2015,0.96
3,3550,2014,1.21
0,3593,2017,0.02
1,3593,2016,-1.44
2,3593,2015,-1.87
3,3593,2014,-1.83
0,3605,2017,0.61
1,3605,2016,1.57
2,3605,2015,1.22
3,3605,2014,3.65
0,3607,2017,-3.25
1,3607,2016,-2.53
2,3607,2015,5.42
3,3607,2014,6.05
0,3645,2017,2.35
1,3645,2016,1.76
2,3645,2015,1.36
3,3645,2014,2.03
0,3653,2017,2.19
1,3653,2016,2.32
2,3653,2015,2.14
3,3653,2014,3.83
0,3679,2017,5.5
1,3679,2016,7.59
2,3679,2015,4.28
3,3679,2014,3.67
0,4545,2017,0.21
1,4545,2016,2.96
2,4545,2015,7.53
3,4545,2014,8.01
0,4915,2017,4.67
1,4915,2016,4.4
2,4915,2015,4.06
3,4915,2014,3.57
0,4989,2017,4.28
1,4989,2016,2.9
2,4989,2015,-0.7
3,4989,2014,-4.85
0,4999,2017,5.22
1,4999,2016,6.14
2,4999,2015,5.89
3,4999,2014,6.74
0,5469,2017,1.9
1,5469,2016,2.1
2,5469,2015,0.81
3,5469,2014,1.57
0,6108,2017,1.71
1,6108,2016,3.16
2,6108,2015,0.12
3,6108,2014,2.07
0,6115,2017,2.44
1,6115,2016,4.08
2,6115,2015,3.39
3,6115,2014,3.5
0,6133,2017,0.21
1,6133,2016,0.1
2,6133,2015,0.36
3,6133,2014,0.46
0,6141,2017,1.63
1,6141,2016,-1.11
2,6141,2015,-3.16
3,6141,2014,0.1
0,6153,2017,0.07
1,6153,2016,0.23
2,6153,2015,1.91
3,6153,2014,1.25
0,6155,2017,0.5
1,6155,2016,0.96
2,6155,2015,1.22
3,6155,2014,1.45
0,6165,2017,-0.16
1,6165,2016,-0.51
2,6165,2015,-0.51
3,6165,2014,-1.39
0,6191,2017,0.8
